City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Milkovo,RU,54.7167,158.6167,31.95,91,100,13.24,snow
348,Panama City,PA,8.9936,-79.5197,77.43,90,75,3.44,broken clouds
349,Nabire,ID,-3.3667,135.4833,85.71,67,100,3.04,overcast clouds
350,Simao,CN,22.7886,100.9748,83.34,24,2,3.58,clear sky
351,Atkinson,US,42.8384,-71.147,45.19,62,100,24.16,overcast clouds
352,Chusovoy,RU,58.3013,57.8131,49.5,98,100,4.38,overcast clouds
353,Paamiut,GL,61.994,-49.6678,33.96,98,100,19.86,snow
354,Igrim,RU,63.1906,64.4162,32.09,86,91,4.74,overcast clouds
355,Dwarka,IN,22.2394,68.9678,82.45,76,5,8.81,clear sky
356,Westport,US,41.1415,-73.3579,44.15,54,0,11.5,clear sky
357,Clyde River,CA,70.4692,-68.5914,-0.17,71,0,2.3,clear sky
358,Poum,NC,-20.2333,164.0167,76.48,75,100,21.07,overcast clouds
359,Brae,GB,60.3964,-1.353,43.7,67,100,6.55,overcast clouds
360,Vostok,RU,46.4856,135.8833,41.86,48,41,15.01,scattered clouds
361,Syamzha,RU,60.0158,41.0614,20.05,95,25,3.09,scattered clouds
362,Deputatskiy,RU,69.3,139.9,12.85,84,100,3.49,overcast clouds
363,Lamu,KE,-2.2717,40.902,82.62,82,96,10.11,light rain
364,Saint George,US,37.1041,-113.5841,81.63,12,0,11.5,clear sky
365,Berlevag,NO,70.8578,29.0864,19.2,70,100,27.54,light snow
366,Barmer,IN,25.75,71.3833,82.51,35,0,5.12,clear sky
367,Zyryanka,RU,65.75,150.85,23.47,81,100,12.88,overcast clouds
368,Wageningen,NL,51.9667,5.6667,44.94,90,7,6.22,clear sky
369,Ixtapa,MX,20.7,-105.2,77.23,78,0,5.75,clear sky
370,Thongwa,MM,16.7619,96.5278,86.16,56,90,2.01,overcast clouds
371,Puerto Del Rosario,ES,28.5004,-13.8627,64.15,72,20,21.85,few clouds
372,Santa Rosa,PH,14.3122,121.1114,92.1,68,100,15.43,overcast clouds
373,Hirara,JP,24.8,125.2833,82.67,78,40,16.11,scattered clouds
374,Voyinka,UA,45.8699,33.9914,50.04,75,0,8.32,clear sky
375,Mataruska Banja,RS,43.6901,20.6109,49.95,87,75,2.3,broken clouds
376,Mankono,CI,8.0586,-6.1897,75.24,83,100,5.37,overcast clouds
377,Prince Rupert,CA,54.3161,-130.3201,44.69,87,100,3.44,overcast clouds
378,Iqaluit,CA,63.7506,-68.5145,15.53,78,75,24.16,broken clouds
379,Havelock,US,34.8791,-76.9013,62.92,72,0,5.75,clear sky
380,Uvalde,US,29.3669,-99.767,77.14,42,100,8.05,overcast clouds
381,Hede,CN,33.7681,120.2517,58.77,52,98,13.8,overcast clouds
382,Kenai,US,60.5544,-151.2583,53.02,55,0,11.5,clear sky
383,Danville,US,36.586,-79.395,57.09,59,0,3.44,clear sky
384,Anadyr,RU,64.75,177.4833,32.5,86,75,20.13,broken clouds
385,Tura,IN,25.5198,90.2201,81.37,59,0,2.35,clear sky
386,Tucuma,BR,-0.1833,-50.05,75.83,91,80,4.81,broken clouds
387,Mogzon,RU,51.7435,111.9606,36.99,36,6,16.91,clear sky
388,Horsham,GB,51.064,-0.3272,46.72,85,0,4.61,clear sky
389,Beloha,MG,-25.1667,45.05,64.69,82,64,6.35,broken clouds
390,Dauphin,CA,51.1494,-100.0502,37.54,65,100,14.97,overcast clouds
391,Albanel,CA,48.8832,-72.4487,33.94,69,98,8.05,overcast clouds
392,San Policarpo,PH,12.1791,125.5072,82.38,83,96,11.95,overcast clouds
393,Reshetylivka,UA,49.565,34.0782,43.56,81,33,6.53,scattered clouds
394,Honiara,SB,-9.4333,159.95,85.69,72,95,4.88,overcast clouds
395,Boundiali,CI,9.5217,-6.4869,80.85,59,93,8.59,overcast clouds
396,San Bartolome,ES,27.9248,-15.5733,54.07,72,20,20.71,few clouds
397,Turukhansk,RU,65.8167,87.9833,33.08,98,100,13.76,overcast clouds
398,Cedartown,US,34.0537,-85.255,60.55,71,0,3.06,clear sky
399,Phek,IN,25.6667,94.5,67.8,55,0,0.54,clear sky
400,Wuxi,CN,31.5689,120.2886,67.95,62,13,7.45,few clouds
401,Tandalti,SD,13.0167,31.8667,82.78,10,6,11.86,clear sky
402,Mwinilunga,ZM,-11.7358,24.4293,60.46,83,53,7.96,broken clouds
403,Pingzhuang,CN,42.0372,119.2889,54.19,39,100,8.75,overcast clouds
404,Lithgow,AU,-33.4833,150.15,61.48,98,100,2.53,light rain
405,Chaumont,FR,48.1167,5.1333,39.36,87,4,7.52,clear sky
406,Bilibino,RU,68.0546,166.4372,32.7,94,76,2.98,broken clouds
407,Hallein,AT,47.6833,13.1,44.28,100,13,1.14,few clouds
408,Sesheke,ZM,-17.4759,24.2968,65.77,74,38,8.93,scattered clouds
409,Serebryansk,KZ,49.6925,83.2892,50.2,53,1,0.76,clear sky
410,Warmbad,NA,-28.45,18.7333,67.93,33,6,11.59,clear sky
411,Auki,SB,-8.7676,160.7034,85.33,68,38,3.87,scattered clouds
412,Ambon,ID,-3.6954,128.1814,87.94,70,40,3.44,scattered clouds
413,Arlit,NE,18.7369,7.3853,78.21,12,0,8.37,clear sky
414,Bakchar,RU,57.0186,82.0711,53.04,51,48,9.17,scattered clouds
415,Tongling,CN,30.95,117.7833,62.35,73,98,5.26,overcast clouds
416,Virginia Beach,US,36.8529,-75.978,60.01,71,0,5.75,clear sky
417,Viedma,AR,-40.8135,-62.9967,46.96,76,28,19.84,scattered clouds
418,Puerto Escondido,MX,15.85,-97.0667,83.23,65,20,0.0,few clouds
419,Khash,IR,28.2211,61.2158,69.51,36,98,2.48,overcast clouds
420,Batemans Bay,AU,-35.7167,150.1833,70.11,56,84,5.86,broken clouds
421,Roald,NO,62.5833,6.1333,42.33,70,100,9.22,overcast clouds
422,Senanga,ZM,-16.1167,23.2667,65.21,77,42,5.79,scattered clouds
423,Guerrero Negro,MX,27.9769,-114.0611,61.61,79,0,17.69,clear sky
424,Llanes,ES,43.4198,-4.7549,54.93,87,100,5.48,overcast clouds
425,Trelew,AR,-43.249,-65.3051,43.61,56,100,16.33,overcast clouds
426,Palmer,US,42.1584,-72.3287,41.67,51,75,13.8,broken clouds
427,Verkhnyaya Inta,RU,65.9811,60.3094,23.61,73,100,8.12,overcast clouds
428,Oromocto,CA,45.8351,-66.4792,44.74,100,100,11.5,light intensity drizzle
429,Aksu,CN,41.1231,80.2644,60.51,37,27,5.93,scattered clouds
430,La Macarena,CO,2.1837,-73.7849,72.84,97,100,3.33,overcast clouds
431,Kahului,US,20.8947,-156.47,82.42,64,40,19.57,scattered clouds
432,Stromness,GB,58.965,-3.296,39.16,75,62,7.85,broken clouds
433,Agadir,MA,30.4202,-9.5982,57.65,77,0,1.23,clear sky
434,Champerico,GT,14.3,-91.9167,84.88,67,45,8.16,scattered clouds
435,Tahoua,NE,14.8888,5.2692,83.23,17,100,9.31,overcast clouds
436,Kadhan,PK,24.481,68.9859,81.88,63,5,12.88,clear sky
437,Almaznyy,RU,48.0448,40.045,47.44,85,0,7.45,clear sky
438,Ambovombe,MG,-25.1667,46.0833,66.29,78,38,9.42,light rain
439,Natal,BR,-5.795,-35.2094,77.65,100,75,4.61,broken clouds
440,Netarhat,IN,23.4833,84.2667,87.66,12,0,2.62,clear sky
441,Santa Cruz,BO,-17.8,-63.1667,76.46,88,70,8.05,broken clouds
442,Banka,IN,24.8833,86.9167,87.24,53,0,5.75,clear sky
443,Yazman,PK,29.1212,71.7446,90.3,21,1,12.77,clear sky
444,Nova Ushytsya,UA,48.8372,27.2743,47.55,80,97,6.89,overcast clouds
445,Bogorodskoye,RU,56.55,37.8833,27.23,83,81,4.27,broken clouds
446,Merauke,ID,-8.4667,140.3333,85.93,66,98,8.16,overcast clouds
447,Kysyl-Syr,RU,63.8986,122.7617,29.59,72,94,8.03,overcast clouds
448,Kukes,AL,42.0769,20.4219,51.96,86,11,4.41,few clouds
449,Garissa,KE,-0.4536,39.6401,77.7,84,100,12.28,overcast clouds
450,Formosa Do Rio Preto,BR,-11.0483,-45.1931,74.55,61,84,3.42,broken clouds
451,Litein,KE,-0.5823,35.1903,55.6,98,100,2.64,overcast clouds
452,Caravelas,BR,-17.7125,-39.2481,74.14,90,7,4.54,clear sky
453,Benghazi,LY,32.1167,20.0667,69.03,44,2,14.12,clear sky
454,Saldanha,ZA,-33.0117,17.9442,50.05,72,0,11.92,clear sky
455,Vitoria,BR,-20.3194,-40.3378,75.85,90,0,2.3,clear sky
456,Archidona,ES,37.0965,-4.3887,49.41,83,21,0.43,few clouds
457,Saint-Augustin,CA,51.226,-58.6502,34.12,99,100,7.52,snow
458,Novobirilyussy,RU,56.9514,90.6661,48.18,64,99,6.55,overcast clouds
459,Churapcha,RU,62.0025,132.4325,30.56,62,8,9.1,clear sky
460,Rocha,UY,-34.4833,-54.3333,52.03,91,0,1.23,clear sky
461,Port Hardy,CA,50.6996,-127.4199,46.58,76,75,9.22,broken clouds
462,Zhoucheng,CN,35.9122,116.3117,61.0,29,100,16.62,overcast clouds
463,Port Blair,IN,11.6667,92.75,84.24,84,40,2.3,mist
464,Qaqortoq,GL,60.7167,-46.0333,39.61,90,100,4.59,moderate rain
465,Dudinka,RU,69.4058,86.1778,29.62,93,99,10.49,overcast clouds
466,Yanam,IN,16.7333,82.2167,86.2,71,29,4.81,scattered clouds
467,Kushima,JP,31.4583,131.2333,74.79,73,90,6.55,overcast clouds
468,Sur,OM,22.5667,59.5289,86.31,41,0,6.29,clear sky
469,Yumen,CN,40.2833,97.2,54.63,35,100,10.63,overcast clouds
470,Homer,US,59.6425,-151.5483,53.04,57,0,10.0,clear sky
471,San Rafael Del Sur,NI,11.8485,-86.4384,81.57,65,97,11.74,overcast clouds
472,Fatehpur,IN,25.9333,80.8,94.96,10,0,5.1,clear sky
473,Pontianak,ID,-0.0333,109.3333,85.98,70,20,5.75,few clouds
474,Padang,ID,-0.9492,100.3543,80.65,74,92,0.4,overcast clouds
475,Port Keats,AU,-14.25,129.55,90.12,54,100,1.25,overcast clouds
476,Bon Accord,CA,53.8335,-113.4187,46.0,86,71,11.88,broken clouds
477,Horodyshche,UA,49.2849,31.4451,45.77,78,100,3.6,overcast clouds
478,Manaure,CO,11.7751,-72.4445,79.83,72,99,17.76,overcast clouds
479,Sinnamary,GF,5.3833,-52.95,78.46,87,100,7.31,overcast clouds
480,Lardos,GR,36.0942,28.0157,64.94,73,0,2.8,clear sky
481,Dehui,CN,44.5333,125.7,57.83,14,78,8.39,broken clouds
482,Kilinochchi,LK,9.3961,80.3982,82.17,73,12,4.79,few clouds
483,Coihaique,CL,-45.5752,-72.0662,30.15,86,20,3.44,few clouds
484,Hoi An,VN,15.8794,108.335,85.96,82,73,6.8,broken clouds
485,Bocas Del Toro,PA,9.3333,-82.25,77.58,86,100,2.28,overcast clouds
486,Nuevitas,CU,21.5453,-77.2644,74.93,71,68,11.52,broken clouds
487,Emerald,AU,-23.5333,148.1667,82.54,51,75,9.22,broken clouds
488,Lasa,IT,46.6166,10.7002,43.68,73,0,3.13,clear sky
489,Mitu,CO,1.1983,-70.1733,71.44,98,66,1.41,light rain
490,Hit,IQ,33.6416,42.8251,72.72,41,9,4.14,clear sky
491,Iracoubo,GF,5.4802,-53.2011,78.44,88,100,7.52,overcast clouds
492,Tshikapa,CD,-6.4167,20.8,67.03,98,64,1.36,broken clouds
493,La Seyne-Sur-Mer,FR,43.0982,5.8847,53.55,77,62,3.58,broken clouds
494,Tiznit,MA,29.5833,-9.5,58.01,78,0,3.56,clear sky
495,Severo-Yeniseyskiy,RU,60.3725,93.0408,33.51,95,100,4.07,overcast clouds
496,Olafsvik,IS,64.8945,-23.7142,43.0,73,46,2.82,scattered clouds
497,Namie,JP,37.4833,141.0,63.55,37,100,3.71,overcast clouds
498,Srednekolymsk,RU,67.45,153.6833,25.16,82,100,6.04,overcast clouds
499,Port Hawkesbury,CA,45.6169,-61.3485,41.18,95,100,18.41,overcast clouds
500,Oildale,US,35.4197,-119.0195,77.02,20,0,8.05,clear sky
501,Luanda,AO,-8.8368,13.2343,76.75,89,100,7.36,overcast clouds
502,Lakes Entrance,AU,-37.8811,147.981,76.15,60,89,1.95,overcast clouds
503,Naryan-Mar,RU,67.6713,53.087,9.43,89,35,8.84,scattered clouds
504,Half Moon Bay,US,37.4636,-122.4286,60.58,75,75,33.38,mist
505,Hammerfest,NO,70.6634,23.6821,23.45,68,20,3.44,few clouds
506,Lucapa,AO,-8.4192,20.7447,64.09,98,100,3.47,overcast clouds
507,Besikduzu,TR,41.052,39.2284,51.69,84,78,5.79,broken clouds
508,Tarakan,ID,3.3,117.6333,80.1,89,40,5.75,light rain
509,Oppdal,NO,62.5943,9.6912,30.7,94,100,8.59,light snow
510,Miles City,US,46.4083,-105.8406,56.37,54,0,11.5,clear sky
511,Amahai,ID,-3.3333,128.9167,83.44,75,100,1.54,overcast clouds
512,Shiraoi,JP,42.55,141.35,57.38,35,9,13.44,clear sky
513,Topeka,US,39.0483,-95.678,71.38,38,100,16.11,overcast clouds
514,Kieta,PG,-6.2167,155.6333,86.63,63,15,5.23,few clouds
515,Damietta,EG,31.4165,31.8133,64.29,69,0,4.43,clear sky
516,Ola,RU,59.5833,151.2833,37.15,58,99,21.81,overcast clouds
517,Fairview,US,40.8126,-73.999,44.55,49,75,24.16,broken clouds
518,Sola,VU,-13.8833,167.55,80.67,77,91,12.8,light rain
519,Touros,BR,-5.1989,-35.4608,78.26,84,62,10.11,broken clouds
520,Cabedelo,BR,-6.9811,-34.8339,77.67,81,90,9.24,overcast clouds
521,Harper,LR,4.375,-7.7169,79.97,83,61,4.59,broken clouds
522,Grand Baie,MU,-20.0182,57.5802,73.45,80,1,4.34,moderate rain
523,Sabang,ID,5.8933,95.3214,84.34,75,98,9.71,overcast clouds
524,Karaton,ID,-6.3424,106.1045,73.49,94,100,5.03,overcast clouds
525,Ojinaga,MX,29.5667,-104.4167,88.75,30,0,13.8,clear sky
526,Sremska Mitrovica,RS,44.9764,19.6122,52.92,88,100,10.13,overcast clouds
527,Ust-Maya,RU,60.4167,134.5333,34.27,61,66,9.42,light snow
528,Ust-Karsk,RU,52.7011,118.8077,50.72,16,100,8.21,overcast clouds
529,Uslar,DE,51.6569,9.635,45.14,76,16,2.98,few clouds
530,Medicine Hat,CA,50.0501,-110.6683,54.21,28,75,12.66,broken clouds
531,Areka,ET,7.0667,37.7,60.91,83,99,1.79,overcast clouds
532,Sarahan,IN,31.5167,77.8,63.73,34,0,3.22,clear sky
533,Hude,DE,53.1167,8.4667,35.24,92,28,4.36,scattered clouds
534,Aksarka,RU,66.5606,67.7975,20.23,84,100,4.63,overcast clouds
535,Karakulino,RU,56.012,53.7067,54.95,89,100,14.7,overcast clouds
536,Oktyabrskiy,RU,54.4815,53.471,56.37,90,100,15.68,overcast clouds
537,Hohhot,CN,40.8106,111.6522,48.49,61,40,8.95,scattered clouds
538,Teya,RU,60.3778,92.6267,36.54,95,100,4.27,overcast clouds
539,Astoria,US,46.1879,-123.8313,50.7,72,20,5.75,few clouds
540,Nevesinje,BA,43.2586,18.1133,47.26,89,22,7.43,few clouds
541,Marsh Harbour,BS,26.5412,-77.0636,73.92,72,100,7.18,overcast clouds
542,Pochutla,MX,15.7432,-96.4661,83.82,71,41,3.44,scattered clouds
543,Lompoc,US,34.6391,-120.4579,58.57,77,0,13.8,clear sky
544,Coquimbo,CL,-29.9533,-71.3436,60.53,77,0,10.36,clear sky
545,Les Cayes,HT,18.2,-73.75,73.33,82,31,3.67,scattered clouds
546,Touho,NC,-20.7833,165.2333,76.17,70,100,22.26,overcast clouds
547,Oil City,US,41.4339,-79.7064,31.77,80,100,9.22,overcast clouds
548,College,US,64.8569,-147.8028,53.55,33,40,12.66,scattered clouds
549,Stuttgart,DE,48.7823,9.177,42.66,90,0,0.0,clear sky
550,Broken Hill,AU,-31.95,141.4333,67.71,73,80,9.22,broken clouds
551,Ewa Beach,US,21.3156,-158.0072,82.35,59,20,12.66,few clouds
552,Lovozero,RU,68.005,35.0117,19.85,84,65,11.1,broken clouds
553,Mucurici,BR,-18.0933,-40.5158,68.68,95,0,5.35,clear sky
554,San Javier,ES,37.8063,-0.8374,56.98,87,100,1.99,mist
555,Bereda,ES,43.2686,-7.5406,48.58,100,89,1.79,overcast clouds
556,Alice Springs,AU,-23.7,133.8833,87.35,25,5,14.97,clear sky
557,Hofn,IS,64.2539,-15.2082,42.33,82,100,2.3,overcast clouds
558,Formiga,BR,-20.4644,-45.4264,63.79,68,0,4.56,clear sky
559,Kamina,CD,-8.7386,24.9906,61.95,98,17,4.88,few clouds
560,San Pedro Buenavista,MX,16.0833,-93.1167,74.46,70,25,3.94,scattered clouds
561,Pangody,RU,65.85,74.4859,19.94,86,93,4.94,overcast clouds
562,Nalut,LY,30.3333,10.85,66.27,35,3,21.63,clear sky
563,Waingapu,ID,-9.6567,120.2641,82.29,66,98,4.88,overcast clouds
564,Pisco,PE,-13.7,-76.2167,66.25,82,100,2.3,overcast clouds
565,Sibolga,ID,1.7427,98.7792,81.48,85,100,1.36,overcast clouds
566,Korla,CN,41.7597,86.1469,50.9,62,100,25.14,overcast clouds
567,Chernyshevskiy,RU,63.0128,112.4714,30.7,73,98,4.47,overcast clouds
568,Vanavara,RU,60.34,102.2797,38.08,67,100,5.57,overcast clouds
569,Sezana,SI,45.7092,13.8733,49.03,62,3,5.61,clear sky
570,Mochudi,BW,-24.4167,26.15,54.19,86,0,5.46,clear sky
571,Eydhafushi,MV,5.1033,73.0708,84.54,69,36,4.83,scattered clouds
572,Matay,EG,28.419,30.7792,66.83,30,0,9.42,clear sky
573,San Patricio,US,28.017,-97.5169,75.83,81,38,10.13,scattered clouds
574,Ossora,RU,59.2353,163.0719,32.9,100,100,11.81,light snow
575,Motygino,RU,58.1831,94.7592,38.86,84,100,4.9,overcast clouds
576,Trincomalee,LK,8.5711,81.2335,82.0,76,9,5.66,clear sky
577,Mahibadhoo,MV,3.7833,72.9667,84.29,71,2,5.23,clear sky
578,Nelson Bay,AU,-32.7167,152.15,77.05,79,90,9.26,overcast clouds
579,Zhaotong,CN,27.3167,103.7167,54.36,92,96,9.08,overcast clouds
580,Juneau,US,58.3019,-134.4197,45.21,92,100,5.75,light snow
581,Diego De Almagro,CL,-26.3667,-70.05,59.4,44,0,2.28,clear sky
582,Zabol,AF,32.25,67.25,68.38,20,100,4.12,overcast clouds
583,Marondera,ZW,-18.1853,31.5519,51.66,90,98,11.39,overcast clouds
584,Severo-Kurilsk,RU,50.6789,156.125,33.6,84,74,23.62,broken clouds
585,Pangkalanbuun,ID,-2.6833,111.6167,88.88,61,17,1.01,few clouds
586,Kalabo,ZM,-14.97,22.6814,62.56,83,8,6.02,clear sky
587,Nome,US,64.5011,-165.4064,37.17,80,40,5.75,scattered clouds
588,Blagoyevo,RU,63.3667,47.9167,17.53,91,18,5.59,few clouds
589,Martapura,ID,-3.4167,114.85,87.89,66,20,2.3,few clouds
590,Aiquile,BO,-18.2041,-65.1807,57.11,81,18,4.36,few clouds
591,At-Bashi,KG,41.1702,75.8106,41.31,76,80,1.45,broken clouds
592,Whitecourt,CA,54.1502,-115.6855,42.04,70,75,11.5,broken clouds
593,Ketchikan,US,55.3422,-131.6461,46.87,71,75,11.5,broken clouds
594,Gorontalo,ID,0.5412,123.0595,79.18,88,100,1.77,overcast clouds
595,Mumbwa,ZM,-14.9783,27.0619,58.55,94,2,6.71,clear sky
596,Necochea,AR,-38.5473,-58.7368,54.63,51,10,16.96,clear sky
597,Jhunjhunun,IN,28.1307,75.4014,87.31,15,0,9.78,clear sky
598,Sirjan,IR,29.452,55.6814,59.95,35,5,6.31,clear sky
599,Tommot,RU,58.9564,126.2925,31.3,60,100,7.9,overcast clouds
600,Santa Barbara,US,34.7333,-120.0343,57.6,73,0,16.11,clear sky
601,Isabela,PH,6.7085,121.9711,82.45,87,100,2.75,overcast clouds
602,Itoman,JP,26.1247,127.6694,83.17,81,40,12.66,scattered clouds
603,Galesong,ID,-5.3166,119.3661,87.82,68,20,2.68,few clouds
604,Ufa,RU,54.775,56.0375,56.57,69,100,14.07,light rain
605,Avera,US,33.194,-82.5271,58.51,41,0,6.33,clear sky
606,Sydney,AU,-33.8679,151.2073,73.31,84,75,5.99,light rain
607,Aurillac,FR,44.9167,2.45,50.88,76,0,6.91,clear sky
608,Bandipur,NP,27.9333,84.4167,77.67,28,0,1.07,clear sky
609,Pingliang,CN,35.5392,106.6861,52.21,53,8,3.85,clear sky
610,Kampong Thum,KH,12.7111,104.8887,91.42,57,97,10.56,overcast clouds
611,Alakurtti,RU,66.9672,30.3491,22.82,86,82,9.1,broken clouds
612,Lufilufi,WS,-13.8745,-171.5986,85.78,74,28,17.54,light rain
613,Bardiyah,LY,31.7561,25.0865,63.72,64,18,4.94,few clouds
614,Velizh,RU,55.6056,31.1967,32.4,77,95,4.0,light snow
615,Ardakan,IR,32.31,54.0175,67.33,37,58,9.73,broken clouds
616,Constantine,DZ,36.365,6.6147,56.61,88,75,8.05,broken clouds
617,La Union,PE,-5.4,-80.75,71.69,69,100,15.68,overcast clouds
618,Chippewa Falls,US,44.9369,-91.3929,43.57,42,0,9.22,clear sky
619,Fort Nelson,CA,58.8053,-122.7002,33.39,93,100,11.5,overcast clouds
620,Ascension,US,30.2169,-90.9001,68.02,73,0,0.0,clear sky
621,Morondava,MG,-20.2833,44.2833,72.97,68,0,13.94,clear sky
622,Bolobo,CD,-2.1667,16.2333,71.49,88,99,1.28,overcast clouds
623,Tucuman,AR,-26.8241,-65.2226,57.2,88,75,3.44,broken clouds
624,Kajaani,FI,64.2273,27.7285,24.85,63,0,8.05,clear sky
625,Lady Frere,ZA,-31.7031,27.2329,47.23,43,0,9.06,clear sky
626,Mabaruma,GY,8.2,-59.7833,73.99,99,100,3.02,overcast clouds
627,Kirkwood,US,38.5834,-90.4068,67.59,38,100,13.8,overcast clouds
628,Podlesnoye,RU,51.8161,47.009,49.87,84,0,10.04,clear sky
629,Zafarabad,IN,25.7,82.7333,86.02,9,0,2.8,clear sky
630,Esterhazy,CA,50.65,-102.0843,34.65,89,97,10.65,overcast clouds
631,Yenagoa,NG,4.9247,6.2642,72.54,97,100,2.75,overcast clouds
632,Pakxan,LA,18.3778,103.6601,95.02,48,14,1.83,few clouds
633,Samfya,ZM,-11.3649,29.5565,63.28,86,100,11.36,overcast clouds
634,Mundo Nuevo,MX,18.7,-95.5,77.97,75,5,12.17,clear sky
635,Komsomolskiy,UZ,40.4272,71.7189,61.52,67,62,2.3,broken clouds
636,Riyadh,SA,24.6877,46.7219,73.54,48,72,23.17,broken clouds
637,Abu Samrah,SY,35.3029,37.1841,64.85,43,88,2.06,overcast clouds
638,Llangefni,GB,53.2556,-4.3106,44.11,81,64,4.61,broken clouds
639,Sonqor,IR,34.7837,47.6004,46.09,86,0,0.89,clear sky
640,San Carlos,VE,9.6612,-68.5827,75.31,88,100,2.86,overcast clouds
641,Kamenka,RU,51.3223,42.7678,43.25,85,2,7.76,clear sky
642,Morehead,US,37.2711,-87.1764,55.78,71,0,0.0,clear sky
643,Hualmay,PE,-11.0964,-77.6139,66.36,89,100,7.29,overcast clouds
644,Troitskaya,RU,43.3056,44.9789,52.84,81,9,7.0,clear sky
645,Mount Gambier,AU,-37.8333,140.7667,71.51,60,58,16.11,broken clouds
646,Samana,DO,19.2056,-69.3369,70.95,71,13,7.11,few clouds
647,Calama,CL,-22.4667,-68.9333,45.09,15,0,23.02,clear sky
648,Dutse,NG,11.7594,9.3392,83.48,34,100,10.89,overcast clouds
649,Rincon,US,32.296,-81.2354,64.36,68,0,4.61,clear sky
650,Nioro,GM,13.35,-15.75,77.63,44,17,6.02,few clouds
651,Longonjo,AO,-12.9067,15.2533,61.5,77,13,3.65,few clouds
652,Jaisalmer,IN,26.9147,70.9181,85.69,24,68,13.78,broken clouds
653,Hurghada,EG,27.2574,33.8129,75.24,35,0,6.91,clear sky
654,Noyabrsk,RU,63.1994,75.4507,34.39,100,100,8.43,snow
655,Bilma,NE,18.6853,12.9164,85.66,11,0,8.21,clear sky
656,Otautau,NZ,-46.15,168.0,55.44,61,36,2.51,scattered clouds
657,Shelburne,CA,44.0787,-80.2041,29.91,75,100,9.86,overcast clouds
658,Barnala,IN,30.3833,75.55,90.97,13,0,1.72,clear sky
659,Northam,GB,51.0333,-4.2167,44.62,75,100,11.88,overcast clouds
660,Aljezur,PT,37.3191,-8.8033,53.53,89,6,10.18,clear sky
661,Ostrovnoy,RU,68.0531,39.5131,23.18,82,100,25.77,overcast clouds
662,Solnechnyy,RU,50.7214,136.6319,35.42,82,48,12.8,scattered clouds
663,Shirokiy,RU,49.758,129.523,47.64,29,1,16.06,clear sky
664,De Aar,ZA,-30.6497,24.0123,50.5,35,0,3.62,clear sky
665,Lima,PE,-12.0432,-77.0282,67.89,77,100,12.66,overcast clouds
666,Honningsvag,NO,70.9821,25.9704,24.55,58,40,18.41,light snow
667,Vilya,RU,55.2456,42.2089,33.08,89,80,8.23,broken clouds
668,Pemangkat,ID,1.1667,108.9667,84.33,72,100,1.34,overcast clouds
669,Kavaratti,IN,10.5669,72.642,84.76,75,80,4.32,broken clouds
670,Khani,GE,41.9563,42.9566,38.77,77,96,2.1,overcast clouds
671,Urucui,BR,-7.2294,-44.5561,74.82,68,97,2.82,overcast clouds
672,Nizwa,OM,22.9333,57.5333,82.72,41,0,1.79,clear sky
673,Boa Vista,BR,2.8197,-60.6733,75.18,83,20,2.3,few clouds
674,Mangan,IN,27.5167,88.5333,78.69,56,0,4.68,clear sky
675,Kantemirovka,RU,49.7089,39.8592,45.93,81,25,5.28,scattered clouds
676,Mancio Lima,BR,-7.6142,-72.8958,73.33,97,81,2.06,broken clouds
677,Olinda,BR,-8.0089,-34.8553,82.13,69,40,6.91,scattered clouds
678,Coahuayana,MX,18.7333,-103.6833,74.12,75,0,1.36,clear sky
679,Izyum,UA,49.2088,37.2485,46.29,87,38,4.21,scattered clouds
680,Clarksburg,US,39.2807,-80.3445,45.05,45,0,9.22,clear sky
681,Lithakia,GR,37.7167,20.8333,49.37,70,8,5.53,clear sky
682,Oranjemund,NA,-28.55,16.4333,57.45,79,0,3.51,clear sky
683,Kundiawa,PG,-6.0167,144.9667,74.08,78,99,3.47,overcast clouds
684,Bandrele,YT,-12.9067,45.1914,82.15,78,75,14.97,light rain
685,Karratha,AU,-20.7377,116.8463,79.95,45,100,2.93,overcast clouds
686,Armeria,MX,18.9333,-103.9667,74.32,75,1,1.68,clear sky
687,Kishi,NG,9.0833,3.85,76.05,81,99,10.31,overcast clouds
688,Guigue,VE,10.0853,-67.7792,73.24,92,100,3.58,overcast clouds
689,Vagur,FO,61.4732,-6.8119,45.23,73,100,8.52,overcast clouds
690,Gulabpura,IN,25.9,74.6667,93.79,14,0,10.78,clear sky
691,Shchors,UA,51.8186,31.945,39.27,85,7,4.79,clear sky
692,Kurchum,KZ,48.5722,83.6542,57.06,38,6,9.04,clear sky
693,Mackay,AU,-21.15,149.2,80.69,73,100,18.41,overcast clouds
694,Caetes,BR,-8.7731,-36.6225,65.52,95,100,5.32,overcast clouds
695,Fuerte Olimpo,PY,-21.0415,-57.8738,86.22,34,49,9.28,scattered clouds
696,Yakeshi,CN,49.2833,120.7333,47.57,16,14,7.99,few clouds
